order_id,customer_id,order_date,payment_method,order_status
ORD00031914,CUST004824,2024-05-31,Apple Pay,Completed
ORD00031915,CUST006812,2024-02-09,PayPal,Completed
ORD00031916,CUST007205,2024-08-17,Buy Now Pay Later,Completed
ORD00031917,CUST006323,2024-11-06,Buy Now Pay Later,Cancelled
ORD00031918,CUST001374,2024-08-07,Apple Pay,Completed
ORD00031919,CUST005089,2024-01-22,Credit Card,Processing
ORD00031920,CUST002214,2024-08-03,Credit Card,Completed
ORD00031921,CUST006603,2024-09-22,Credit Card,Completed
ORD00031922,CUST004801,2024-03-01,Buy Now Pay Later,Completed
ORD00031923,CUST004783,2024-08-23,Apple Pay,Completed
ORD00031924,CUST003919,2024-01-17,Apple Pay,Completed
ORD00031925,CUST007754,2024-10-11,Google Pay,Completed
ORD00031926,CUST005654,2024-11-27,Bank Transfer,Completed
ORD00031927,CUST009439,2024-12-30,Bank Transfer,Completed
ORD00031928,CUST005115,2024-12-10,PayPal,Shipped
ORD00031929,CUST005661,2024-12-04,Debit Card,Completed
ORD00031930,CUST003381,2024-07-25,Bank Transfer,Completed
ORD00031931,CUST002797,2024-08-13,Debit Card,Completed
ORD00031932,CUST001205,2024-01-25,Bank Transfer,Completed
ORD00031933,CUST007322,2024-05-22,Google Pay,Completed
ORD00031934,CUST008519,2024-01-22,Bank Transfer,Completed
ORD00031935,CUST005806,2024-08-16,Buy Now Pay Later,Completed
ORD00031936,CUST006141,2024-06-19,Debit Card,Completed
ORD00031937,CUST001914,2024-08-19,Buy Now Pay Later,Completed
ORD00031938,CUST006618,2024-10-26,Google Pay,Completed
ORD00031939,CUST000677,2024-09-15,Google Pay,Completed
ORD00031940,CUST002105,2024-07-16,Debit Card,Completed
ORD00031941,CUST000940,2024-06-19,Bank Transfer,Completed
ORD00031942,CUST003829,2024-12-10,Apple Pay,Completed
ORD00031943,CUST002246,2024-01-14,Buy Now Pay Later,Completed
ORD00031944,CUST009175,2024-02-24,Apple Pay,Cancelled
ORD00031945,CUST006621,2024-01-09,PayPal,Completed
ORD00031946,CUST004279,2024-07-11,Buy Now Pay Later,Completed
ORD00031947,CUST004180,2024-02-07,Credit Card,Completed
ORD00031948,CUST009594,2024-02-11,Apple Pay,Completed
ORD00031949,CUST008603,2024-08-29,Debit Card,Shipped
ORD00031950,CUST004150,2024-07-01,Apple Pay,Completed
ORD00031951,CUST008539,2024-05-13,Bank Transfer,Completed
ORD00031952,CUST004337,2024-10-12,Credit Card,Shipped
ORD00031953,CUST002255,2024-07-21,Credit Card,Completed
ORD00031954,CUST008240,2024-09-09,Google Pay,Processing
ORD00031955,CUST004260,2024-07-20,Google Pay,Completed
ORD00031956,CUST002460,2024-03-13,Google Pay,Completed
ORD00031957,CUST001555,2024-01-22,Bank Transfer,Completed
ORD00031958,CUST008886,2024-12-23,Credit Card,Completed
ORD00031959,CUST006228,2024-05-11,Credit Card,Completed
ORD00031960,CUST008798,2024-10-15,Google Pay,Completed
ORD00031961,CUST005402,2024-06-09,Google Pay,Completed
ORD00031962,CUST000232,2024-03-09,Buy Now Pay Later,Completed
ORD00031963,CUST006744,2024-09-29,PayPal,Completed
ORD00031964,CUST006670,2024-10-09,Buy Now Pay Later,Completed
ORD00031965,CUST008521,2024-11-10,Google Pay,Completed
ORD00031966,CUST003447,2024-03-11,Debit Card,Completed
ORD00031967,CUST001373,2024-07-04,Debit Card,Completed
ORD00031968,CUST001342,2024-04-11,Buy Now Pay Later,Completed
ORD00031969,CUST007081,2024-09-30,Debit Card,Completed
ORD00031970,CUST004821,2024-05-26,PayPal,Completed
ORD00031971,CUST004767,2024-10-25,Debit Card,Completed
ORD00031972,CUST000703,2024-04-24,PayPal,Completed
ORD00031973,CUST003542,2024-06-06,Buy Now Pay Later,Completed
ORD00031974,CUST007279,2024-12-23,Debit Card,Completed
ORD00031975,CUST009634,2024-11-26,Debit Card,Completed
ORD00031976,CUST000870,2024-08-15,Bank Transfer,Completed
ORD00031977,CUST009043,2024-12-18,Bank Transfer,Completed
ORD00031978,CUST002809,2024-05-30,Debit Card,Completed
ORD00031979,CUST007349,2024-04-29,Apple Pay,Completed
ORD00031980,CUST002916,2024-10-31,Bank Transfer,Completed
ORD00031981,CUST008694,2024-03-02,Google Pay,Completed
ORD00031982,CUST006302,2024-05-27,Apple Pay,Completed
ORD00031983,CUST007615,2024-05-28,PayPal,Completed
ORD00031984,CUST008868,2024-03-27,Apple Pay,Completed
ORD00031985,CUST005977,2024-12-21,Google Pay,Shipped
ORD00031986,CUST004512,2024-09-18,Bank Transfer,Completed
ORD00031987,CUST002347,2024-05-17,Bank Transfer,Completed
ORD00031988,CUST002351,2024-06-17,Bank Transfer,Completed
ORD00031989,CUST000161,2024-07-06,Apple Pay,Completed
ORD00031990,CUST008123,2024-11-08,Google Pay,Completed
ORD00031991,CUST006319,2024-09-05,Google Pay,Completed
ORD00031992,CUST007588,2024-01-12,Debit Card,Completed
ORD00031993,CUST005258,2024-06-05,PayPal,Completed
ORD00031994,CUST004338,2024-11-03,Credit Card,Completed
ORD00031995,CUST006360,2024-01-11,Buy Now Pay Later,Completed
ORD00031996,CUST000640,2024-02-25,Bank Transfer,Completed
ORD00031997,CUST001556,2024-02-12,Bank Transfer,Completed
ORD00031998,CUST009873,2024-08-13,Google Pay,Completed
ORD00031999,CUST007583,2024-06-28,Debit Card,Completed
ORD00032000,CUST000214,2024-10-19,Apple Pay,Completed
ORD00032001,CUST003611,2024-06-08,Buy Now Pay Later,Completed
ORD00032002,CUST002853,2024-01-02,Credit Card,Completed
ORD00032003,CUST007076,2024-06-11,Credit Card,Processing
ORD00032004,CUST007625,2024-12-06,PayPal,Completed
ORD00032005,CUST005103,2024-04-22,PayPal,Processing
ORD00032006,CUST008518,2024-06-27,Debit Card,Completed
ORD00032007,CUST006647,2024-11-22,Credit Card,Completed
ORD00032008,CUST000720,2024-08-17,Bank Transfer,Completed
ORD00032009,CUST004075,2024-07-28,Credit Card,Completed
ORD00032010,CUST009338,2024-07-28,Google Pay,Completed
ORD00032011,CUST001033,2024-04-11,Debit Card,Completed
ORD00032012,CUST000783,2024-10-22,Google Pay,Completed
ORD00032013,CUST009017,2024-01-16,Bank Transfer,Processing
ORD00032014,CUST006319,2024-07-30,Credit Card,Cancelled
ORD00032015,CUST003877,2024-12-24,PayPal,Completed
ORD00032016,CUST001934,2024-08-16,Debit Card,Completed
ORD00032017,CUST005249,2024-02-01,Credit Card,Completed
ORD00032018,CUST006699,2024-05-18,Apple Pay,Completed
ORD00032019,CUST008963,2024-01-14,PayPal,Processing
ORD00032020,CUST009369,2024-06-11,Debit Card,Completed
ORD00032021,CUST001529,2024-01-30,Google Pay,Completed
ORD00032022,CUST007743,2024-03-13,Google Pay,Completed
ORD00032023,CUST000640,2024-03-18,Debit Card,Completed
ORD00032024,CUST006431,2024-05-16,Google Pay,Completed
ORD00032025,CUST008037,2024-06-25,PayPal,Completed
ORD00032026,CUST009789,2024-06-24,PayPal,Completed
ORD00032027,CUST009852,2024-03-19,PayPal,Completed
ORD00032028,CUST000608,2024-11-28,Bank Transfer,Completed
ORD00032029,CUST008806,2024-01-10,Apple Pay,Completed
ORD00032030,CUST005912,2024-04-18,Google Pay,Completed
ORD00032031,CUST007413,2024-04-11,Apple Pay,Completed
ORD00032032,CUST004741,2024-02-11,Debit Card,Completed
ORD00032033,CUST009714,2024-10-29,PayPal,Completed
ORD00032034,CUST008539,2024-09-21,Bank Transfer,Completed
ORD00032035,CUST009030,2024-04-30,Buy Now Pay Later,Completed
ORD00032036,CUST000786,2024-07-15,Buy Now Pay Later,Completed
ORD00032037,CUST004476,2024-12-12,Apple Pay,Completed
ORD00032038,CUST003808,2024-05-29,Apple Pay,Completed
ORD00032039,CUST009516,2024-08-25,Buy Now Pay Later,Completed
ORD00032040,CUST008107,2024-01-24,Apple Pay,Completed
ORD00032041,CUST008078,2024-05-13,Credit Card,Completed
ORD00032042,CUST009899,2024-05-30,Debit Card,Completed
ORD00032043,CUST000888,2024-08-28,Debit Card,Completed
ORD00032044,CUST008605,2024-11-14,Debit Card,Processing
ORD00032045,CUST006753,2024-05-04,Google Pay,Completed
ORD00032046,CUST002312,2024-08-19,Apple Pay,Completed
ORD00032047,CUST009038,2024-11-04,Google Pay,Completed
ORD00032048,CUST003993,2024-05-16,Credit Card,Completed
ORD00032049,CUST007289,2024-07-14,Buy Now Pay Later,Completed
ORD00032050,CUST003880,2024-03-14,Credit Card,Completed
ORD00032051,CUST000273,2024-03-21,Apple Pay,Completed
ORD00032052,CUST005916,2024-03-14,Debit Card,Shipped
ORD00032053,CUST001092,2024-11-28,Apple Pay,Shipped
ORD00032054,CUST001026,2024-05-14,Buy Now Pay Later,Completed
ORD00032055,CUST003301,2024-11-27,Apple Pay,Completed
ORD00032056,CUST001759,2024-12-27,Bank Transfer,Completed
ORD00032057,CUST004033,2024-04-14,Buy Now Pay Later,Completed
ORD00032058,CUST003677,2024-11-07,PayPal,Completed
ORD00032059,CUST008222,2024-03-09,Google Pay,Completed
ORD00032060,CUST007315,2024-01-27,Google Pay,Completed
ORD00032061,CUST007207,2024-04-23,Google Pay,Shipped
ORD00032062,CUST007801,2024-08-01,Credit Card,Completed
ORD00032063,CUST007219,2024-11-18,PayPal,Completed
ORD00032064,CUST006873,2024-01-29,Bank Transfer,Completed
ORD00032065,CUST004401,2024-05-02,PayPal,Completed
ORD00032066,CUST004969,2024-08-24,Google Pay,Completed
ORD00032067,CUST005612,2024-02-28,Google Pay,Completed
ORD00032068,CUST002228,2024-02-24,Apple Pay,Completed
ORD00032069,CUST007025,2024-11-11,PayPal,Completed
ORD00032070,CUST003919,2024-04-29,Credit Card,Completed
ORD00032071,CUST002960,2024-10-23,Bank Transfer,Completed
ORD00032072,CUST003568,2024-04-27,Buy Now Pay Later,Shipped
ORD00032073,CUST002394,2024-03-03,Credit Card,Completed
ORD00032074,CUST005545,2024-03-17,PayPal,Cancelled
ORD00032075,CUST002256,2024-01-07,Apple Pay,Completed
ORD00032076,CUST007150,2024-02-16,Credit Card,Completed
ORD00032077,CUST002483,2024-07-13,Google Pay,Completed
ORD00032078,CUST004776,2024-02-17,Bank Transfer,Completed
ORD00032079,CUST000050,2024-08-13,Debit Card,Completed
ORD00032080,CUST009458,2024-09-05,Debit Card,Completed
ORD00032081,CUST008291,2024-10-05,Debit Card,Shipped
ORD00032082,CUST007712,2024-05-14,Buy Now Pay Later,Completed
ORD00032083,CUST005884,2024-05-04,Credit Card,Completed
ORD00032084,CUST006620,2024-03-06,Credit Card,Shipped
ORD00032085,CUST004898,2024-11-16,Buy Now Pay Later,Completed
ORD00032086,CUST001896,2024-12-25,Google Pay,Completed
ORD00032087,CUST008824,2024-01-19,Credit Card,Completed
ORD00032088,CUST002586,2024-08-01,Debit Card,Completed
ORD00032089,CUST004552,2024-08-11,Debit Card,Processing
ORD00032090,CUST001106,2024-11-03,Debit Card,Cancelled
ORD00032091,CUST001975,2024-10-07,Apple Pay,Cancelled
ORD00032092,CUST008959,2024-06-23,Debit Card,Completed
ORD00032093,CUST003276,2024-06-10,Credit Card,Returned
ORD00032094,CUST001003,2024-01-08,Bank Transfer,Completed
ORD00032095,CUST007212,2024-06-13,Credit Card,Completed
ORD00032096,CUST007879,2024-05-16,PayPal,Completed
ORD00032097,CUST006173,2024-02-18,Apple Pay,Completed
ORD00032098,CUST002988,2024-01-06,Buy Now Pay Later,Completed
ORD00032099,CUST004630,2024-12-22,Google Pay,Completed
ORD00032100,CUST004211,2024-06-27,Bank Transfer,Completed
ORD00032101,CUST006853,2024-08-31,Bank Transfer,Completed
ORD00032102,CUST001855,2024-12-01,Debit Card,Completed
ORD00032103,CUST007019,2024-03-17,Bank Transfer,Completed
ORD00032104,CUST008763,2024-04-22,Apple Pay,Completed
ORD00032105,CUST001686,2024-04-24,Bank Transfer,Completed
ORD00032106,CUST002601,2024-06-04,Credit Card,Completed
ORD00032107,CUST006048,2024-08-15,Google Pay,Completed
ORD00032108,CUST006558,2024-02-06,Apple Pay,Completed
ORD00032109,CUST001329,2024-01-19,Credit Card,Completed
ORD00032110,CUST009314,2024-04-02,PayPal,Completed
ORD00032111,CUST007623,2024-03-31,Apple Pay,Completed
ORD00032112,CUST008488,2024-10-10,Debit Card,Completed
ORD00032113,CUST002267,2024-03-19,Debit Card,Completed
ORD00032114,CUST003246,2024-01-03,Apple Pay,Completed
ORD00032115,CUST003369,2024-12-11,Debit Card,Completed
ORD00032116,CUST005423,2024-01-06,Buy Now Pay Later,Completed
ORD00032117,CUST009614,2024-06-23,Bank Transfer,Completed
ORD00032118,CUST000731,2024-02-18,Buy Now Pay Later,Completed
ORD00032119,CUST007647,2024-11-20,Bank Transfer,Completed
ORD00032120,CUST000117,2024-03-19,Buy Now Pay Later,Completed
ORD00032121,CUST005374,2024-01-09,Credit Card,Completed
ORD00032122,CUST009904,2024-11-07,PayPal,Completed
ORD00032123,CUST001510,2024-07-07,Google Pay,Completed
ORD00032124,CUST009453,2024-08-08,Credit Card,Completed
ORD00032125,CUST009403,2024-10-14,Debit Card,Completed
ORD00032126,CUST007900,2024-03-09,Credit Card,Completed
ORD00032127,CUST003460,2024-08-23,Buy Now Pay Later,Completed
ORD00032128,CUST000372,2024-04-30,Google Pay,Completed
ORD00032129,CUST008072,2024-05-27,Credit Card,Completed
ORD00032130,CUST006012,2024-01-11,Credit Card,Completed
ORD00032131,CUST001779,2024-05-26,Debit Card,Completed
ORD00032132,CUST008389,2024-10-12,Debit Card,Completed
ORD00032133,CUST002697,2024-11-19,Apple Pay,Completed
ORD00032134,CUST002567,2024-05-29,Google Pay,Completed
ORD00032135,CUST004609,2024-02-25,Buy Now Pay Later,Shipped
ORD00032136,CUST008344,2024-03-23,Buy Now Pay Later,Completed
ORD00032137,CUST008128,2024-07-22,Bank Transfer,Completed
ORD00032138,CUST004900,2024-05-27,Apple Pay,Completed
ORD00032139,CUST000040,2024-10-02,PayPal,Completed
ORD00032140,CUST007011,2024-07-18,PayPal,Completed
ORD00032141,CUST001913,2024-01-01,Credit Card,Completed
ORD00032142,CUST005825,2024-12-20,Apple Pay,Completed
ORD00032143,CUST004140,2024-07-11,Credit Card,Completed
ORD00032144,CUST004477,2024-08-13,Buy Now Pay Later,Completed
ORD00032145,CUST007620,2024-12-26,Apple Pay,Returned
ORD00032146,CUST000317,2024-09-30,PayPal,Completed
ORD00032147,CUST004904,2024-09-12,Credit Card,Completed
ORD00032148,CUST001498,2024-01-10,PayPal,Completed
ORD00032149,CUST009072,2024-02-29,Credit Card,Completed
ORD00032150,CUST001558,2024-10-17,Bank Transfer,Completed
ORD00032151,CUST007269,2024-08-05,Credit Card,Completed
ORD00032152,CUST003492,2024-04-01,Google Pay,Completed
ORD00032153,CUST005892,2024-09-19,Buy Now Pay Later,Completed
ORD00032154,CUST001102,2024-06-02,Debit Card,Completed
ORD00032155,CUST009329,2024-09-06,Buy Now Pay Later,Completed
ORD00032156,CUST001079,2024-02-18,PayPal,Completed
ORD00032157,CUST001458,2024-12-11,Google Pay,Completed
ORD00032158,CUST008978,2024-04-20,Bank Transfer,Completed
ORD00032159,CUST002099,2024-12-10,Google Pay,Completed
ORD00032160,CUST002186,2024-05-24,Google Pay,Completed
ORD00032161,CUST002536,2024-03-05,PayPal,Completed
ORD00032162,CUST002496,2024-05-21,Google Pay,Completed
ORD00032163,CUST007648,2024-02-02,Credit Card,Completed
ORD00032164,CUST005403,2024-06-21,Google Pay,Completed
ORD00032165,CUST004502,2024-09-12,PayPal,Completed
ORD00032166,CUST005644,2024-05-09,Apple Pay,Completed
ORD00032167,CUST002216,2024-10-06,PayPal,Completed
ORD00032168,CUST007733,2024-08-29,Buy Now Pay Later,Completed
ORD00032169,CUST003510,2024-12-29,Credit Card,Completed
ORD00032170,CUST007255,2024-07-19,Credit Card,Completed
ORD00032171,CUST003906,2024-05-02,Debit Card,Completed
ORD00032172,CUST007961,2024-02-16,PayPal,Completed
ORD00032173,CUST001122,2024-06-13,Bank Transfer,Completed
ORD00032174,CUST005612,2024-06-01,Buy Now Pay Later,Completed
ORD00032175,CUST000330,2024-08-26,Debit Card,Completed
ORD00032176,CUST007110,2024-12-23,Debit Card,Completed
ORD00032177,CUST009437,2024-05-04,Bank Transfer,Completed
ORD00032178,CUST000245,2024-11-08,PayPal,Completed
ORD00032179,CUST007092,2024-09-15,Bank Transfer,Completed
ORD00032180,CUST000230,2024-04-25,Bank Transfer,Completed
ORD00032181,CUST008947,2024-07-23,Credit Card,Completed
ORD00032182,CUST007872,2024-02-09,Google Pay,Completed
ORD00032183,CUST006200,2024-07-07,PayPal,Completed
ORD00032184,CUST008443,2024-12-26,Google Pay,Completed
ORD00032185,CUST006511,2024-03-12,Debit Card,Completed
ORD00032186,CUST002272,2024-02-19,PayPal,Completed
ORD00032187,CUST005658,2024-11-07,Buy Now Pay Later,Processing
ORD00032188,CUST000155,2024-07-07,Credit Card,Completed
ORD00032189,CUST004704,2024-06-26,Google Pay,Completed
ORD00032190,CUST002105,2024-04-16,Buy Now Pay Later,Completed
ORD00032191,CUST004923,2024-03-22,Bank Transfer,Completed
ORD00032192,CUST008900,2024-04-21,PayPal,Completed
ORD00032193,CUST004216,2024-05-18,Credit Card,Completed
ORD00032194,CUST006970,2024-03-12,Google Pay,Completed
ORD00032195,CUST000671,2024-05-30,Apple Pay,Shipped
ORD00032196,CUST002117,2024-10-22,PayPal,Completed
ORD00032197,CUST003203,2024-12-26,Credit Card,Completed
ORD00032198,CUST000027,2024-09-22,Google Pay,Completed
ORD00032199,CUST002925,2024-12-26,Bank Transfer,Completed
ORD00032200,CUST005799,2024-08-17,Credit Card,Completed
ORD00032201,CUST001146,2024-08-17,Debit Card,Completed
ORD00032202,CUST008134,2024-03-29,Debit Card,Returned
ORD00032203,CUST007114,2024-06-30,Credit Card,Completed
ORD00032204,CUST006977,2024-05-31,PayPal,Completed
ORD00032205,CUST001556,2024-12-26,Debit Card,Completed
ORD00032206,CUST002653,2024-11-25,Google Pay,Completed
ORD00032207,CUST005852,2024-10-13,PayPal,Completed
ORD00032208,CUST002199,2024-11-13,Bank Transfer,Completed
ORD00032209,CUST005639,2024-12-12,Bank Transfer,Completed
ORD00032210,CUST007806,2024-05-17,Apple Pay,Completed
ORD00032211,CUST006943,2024-03-29,PayPal,Completed
ORD00032212,CUST005374,2024-09-30,Apple Pay,Completed
ORD00032213,CUST001422,2024-06-28,Credit Card,Completed
ORD00032214,CUST006525,2024-12-17,Google Pay,Completed
ORD00032215,CUST004277,2024-12-15,Bank Transfer,Completed
ORD00032216,CUST002527,2024-10-31,Google Pay,Completed
ORD00032217,CUST001051,2024-08-01,Debit Card,Completed
ORD00032218,CUST001835,2024-05-06,Buy Now Pay Later,Shipped
ORD00032219,CUST007652,2024-08-08,Buy Now Pay Later,Completed
ORD00032220,CUST004367,2024-02-15,Buy Now Pay Later,Completed
ORD00032221,CUST007478,2024-04-25,PayPal,Completed
ORD00032222,CUST002488,2024-03-30,Buy Now Pay Later,Completed
ORD00032223,CUST007481,2024-06-20,Credit Card,Completed
ORD00032224,CUST003300,2024-10-23,Buy Now Pay Later,Completed
ORD00032225,CUST005087,2024-08-20,Bank Transfer,Completed
ORD00032226,CUST007578,2024-12-29,Apple Pay,Completed
ORD00032227,CUST006525,2024-07-12,Buy Now Pay Later,Completed
ORD00032228,CUST009802,2024-03-24,Bank Transfer,Completed
ORD00032229,CUST007008,2024-01-29,Google Pay,Completed
ORD00032230,CUST009319,2024-01-29,Google Pay,Completed
ORD00032231,CUST004344,2024-06-04,Credit Card,Completed
ORD00032232,CUST004628,2024-09-19,Google Pay,Completed
ORD00032233,CUST004019,2024-10-18,Bank Transfer,Completed
ORD00032234,CUST001161,2024-10-18,Credit Card,Completed
ORD00032235,CUST007441,2024-04-22,Bank Transfer,Completed
ORD00032236,CUST006932,2024-01-05,Google Pay,Completed
ORD00032237,CUST005090,2024-11-09,Credit Card,Completed
ORD00032238,CUST003612,2024-07-13,Apple Pay,Completed
ORD00032239,CUST002868,2024-01-14,Google Pay,Completed
ORD00032240,CUST007939,2024-02-28,PayPal,Completed
ORD00032241,CUST005303,2024-04-10,Credit Card,Completed
ORD00032242,CUST005649,2024-10-29,Bank Transfer,Completed
ORD00032243,CUST008234,2024-07-12,Bank Transfer,Completed
ORD00032244,CUST009509,2024-08-12,Buy Now Pay Later,Shipped
ORD00032245,CUST000053,2024-12-21,Bank Transfer,Completed
ORD00032246,CUST007528,2024-01-15,Bank Transfer,Completed
ORD00032247,CUST002852,2024-07-09,Bank Transfer,Completed
ORD00032248,CUST001222,2024-03-05,PayPal,Shipped
ORD00032249,CUST005971,2024-03-22,Credit Card,Completed
ORD00032250,CUST003971,2024-04-17,Bank Transfer,Completed
ORD00032251,CUST004316,2024-11-25,Google Pay,Completed
ORD00032252,CUST000402,2024-06-06,Bank Transfer,Completed
ORD00032253,CUST001282,2024-12-11,Buy Now Pay Later,Completed
ORD00032254,CUST006763,2024-01-13,PayPal,Completed
ORD00032255,CUST004255,2024-07-20,Buy Now Pay Later,Completed
ORD00032256,CUST004457,2024-10-29,Debit Card,Completed
ORD00032257,CUST009595,2024-05-03,Buy Now Pay Later,Completed
ORD00032258,CUST007104,2024-03-23,Bank Transfer,Completed
ORD00032259,CUST000486,2024-01-22,PayPal,Completed
ORD00032260,CUST008402,2024-04-28,Debit Card,Completed
ORD00032261,CUST009660,2024-02-24,Buy Now Pay Later,Completed
ORD00032262,CUST001769,2024-12-30,Bank Transfer,Processing
ORD00032263,CUST003539,2024-08-30,Debit Card,Completed
ORD00032264,CUST002334,2024-12-26,Bank Transfer,Processing
ORD00032265,CUST006955,2024-01-24,Apple Pay,Completed
ORD00032266,CUST000943,2024-02-17,Debit Card,Completed
ORD00032267,CUST004511,2024-04-20,PayPal,Completed
ORD00032268,CUST001246,2024-01-31,Google Pay,Completed
ORD00032269,CUST000888,2024-02-13,Credit Card,Completed
ORD00032270,CUST001626,2024-11-07,Buy Now Pay Later,Completed
ORD00032271,CUST002359,2024-04-11,Google Pay,Processing
ORD00032272,CUST006141,2024-05-08,Debit Card,Completed
ORD00032273,CUST005806,2024-03-04,Debit Card,Completed
ORD00032274,CUST004320,2024-06-29,PayPal,Completed
ORD00032275,CUST009888,2024-08-15,Bank Transfer,Completed
ORD00032276,CUST002639,2024-08-22,Bank Transfer,Processing
ORD00032277,CUST000291,2024-03-07,Debit Card,Completed
ORD00032278,CUST005879,2024-11-02,Google Pay,Completed
ORD00032279,CUST006234,2024-12-06,Bank Transfer,Completed
ORD00032280,CUST006736,2024-07-02,Bank Transfer,Completed
ORD00032281,CUST001042,2024-05-30,Debit Card,Completed
ORD00032282,CUST002037,2024-06-19,PayPal,Completed
ORD00032283,CUST006121,2024-06-16,PayPal,Completed
ORD00032284,CUST004782,2024-06-13,Bank Transfer,Completed
ORD00032285,CUST006234,2024-08-10,Apple Pay,Completed
ORD00032286,CUST001680,2024-09-11,PayPal,Completed
ORD00032287,CUST005048,2024-11-18,Google Pay,Completed
ORD00032288,CUST008118,2024-01-17,Bank Transfer,Completed
ORD00032289,CUST008452,2024-08-01,Buy Now Pay Later,Shipped
ORD00032290,CUST000778,2024-08-25,Google Pay,Completed
ORD00032291,CUST008218,2024-10-31,Debit Card,Completed
ORD00032292,CUST003897,2024-10-06,Debit Card,Completed
ORD00032293,CUST006455,2024-05-09,Google Pay,Completed
ORD00032294,CUST009698,2024-03-24,Credit Card,Completed
ORD00032295,CUST002218,2024-04-17,Debit Card,Completed
ORD00032296,CUST002113,2024-04-07,Bank Transfer,Shipped
ORD00032297,CUST004239,2024-11-30,Buy Now Pay Later,Completed
ORD00032298,CUST008657,2024-10-08,Bank Transfer,Shipped
ORD00032299,CUST006199,2024-03-06,Bank Transfer,Completed
ORD00032300,CUST009121,2024-01-04,Credit Card,Processing
ORD00032301,CUST005109,2024-04-30,Apple Pay,Completed
ORD00032302,CUST006258,2024-08-07,PayPal,Completed
ORD00032303,CUST003818,2024-08-30,PayPal,Completed
ORD00032304,CUST009883,2024-03-10,Bank Transfer,Completed
ORD00032305,CUST004260,2024-01-01,Credit Card,Completed
ORD00032306,CUST006313,2024-05-07,Apple Pay,Completed
ORD00032307,CUST006907,2024-03-09,Bank Transfer,Completed
ORD00032308,CUST006501,2024-09-17,Buy Now Pay Later,Completed
ORD00032309,CUST008519,2024-03-14,Apple Pay,Completed
ORD00032310,CUST005401,2024-02-20,Google Pay,Completed
ORD00032311,CUST002518,2024-09-14,Bank Transfer,Completed
ORD00032312,CUST006034,2024-05-07,Apple Pay,Completed
ORD00032313,CUST000914,2024-04-25,Debit Card,Completed
ORD00032314,CUST001079,2024-09-12,Google Pay,Completed
ORD00032315,CUST009761,2024-10-12,Credit Card,Completed
ORD00032316,CUST006425,2024-05-07,Apple Pay,Completed
ORD00032317,CUST004334,2024-05-30,Debit Card,Completed
ORD00032318,CUST000828,2024-06-16,Apple Pay,Completed
ORD00032319,CUST007598,2024-08-06,PayPal,Completed
ORD00032320,CUST002862,2024-01-10,Debit Card,Completed
ORD00032321,CUST008519,2024-03-12,Debit Card,Completed
ORD00032322,CUST004523,2024-06-29,Buy Now Pay Later,Completed
ORD00032323,CUST004727,2024-10-11,PayPal,Completed
ORD00032324,CUST002778,2024-06-18,Bank Transfer,Completed
ORD00032325,CUST004443,2024-06-02,Bank Transfer,Completed
ORD00032326,CUST004200,2024-07-11,Buy Now Pay Later,Completed
ORD00032327,CUST009123,2024-01-05,Debit Card,Completed
ORD00032328,CUST002990,2024-07-01,Credit Card,Completed
ORD00032329,CUST008357,2024-12-16,Apple Pay,Completed
ORD00032330,CUST000138,2024-03-31,Buy Now Pay Later,Completed
ORD00032331,CUST001557,2024-01-13,PayPal,Completed
ORD00032332,CUST005104,2024-12-30,Google Pay,Completed
ORD00032333,CUST002740,2024-12-05,Bank Transfer,Completed
ORD00032334,CUST009704,2024-03-10,Debit Card,Completed
ORD00032335,CUST007114,2024-10-06,Buy Now Pay Later,Completed
ORD00032336,CUST001085,2024-05-13,PayPal,Completed
ORD00032337,CUST006868,2024-10-21,PayPal,Completed
ORD00032338,CUST007516,2024-12-29,Credit Card,Shipped
ORD00032339,CUST008463,2024-11-01,Credit Card,Completed
ORD00032340,CUST009206,2024-04-18,Bank Transfer,Completed
ORD00032341,CUST004274,2024-04-02,PayPal,Completed
ORD00032342,CUST001119,2024-10-15,Credit Card,Completed
ORD00032343,CUST001557,2024-06-26,PayPal,Completed
ORD00032344,CUST003786,2024-02-13,Credit Card,Completed
ORD00032345,CUST005749,2024-11-28,Credit Card,Completed
ORD00032346,CUST008560,2024-05-30,Buy Now Pay Later,Completed
ORD00032347,CUST004614,2024-01-11,Google Pay,Completed
ORD00032348,CUST003773,2024-04-21,Google Pay,Completed
ORD00032349,CUST003105,2024-12-06,Credit Card,Completed
ORD00032350,CUST004339,2024-03-01,PayPal,Completed
ORD00032351,CUST006443,2024-12-06,Debit Card,Completed
ORD00032352,CUST009801,2024-07-30,PayPal,Completed
ORD00032353,CUST006260,2024-10-31,Google Pay,Completed
ORD00032354,CUST009677,2024-12-17,Buy Now Pay Later,Completed
ORD00032355,CUST009880,2024-10-05,Apple Pay,Completed
ORD00032356,CUST005516,2024-03-23,Credit Card,Processing
ORD00032357,CUST008541,2024-07-08,Apple Pay,Completed
ORD00032358,CUST001438,2024-06-16,Bank Transfer,Completed
ORD00032359,CUST003570,2024-05-28,Google Pay,Completed
ORD00032360,CUST004285,2024-05-13,Apple Pay,Completed
ORD00032361,CUST003239,2024-01-23,PayPal,Completed
ORD00032362,CUST009123,2024-06-08,Apple Pay,Completed
ORD00032363,CUST004256,2024-07-07,Apple Pay,Completed
